intertidal_site_name,intertidal_sort_order,latitude,longitude,MARINe_site_code,intertidal_geographic_region,SampleSeason,SamplingSeasonCode,TargetSpecies,graph_classification,size_mm,total
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,19,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,20,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,21,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,22,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,23,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,chthamalus/balanus,Nucella spp,24,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,11,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,21,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,22,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,23,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,24,5
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,25,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,26,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,27,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,28,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,fucus,Nucella spp,30,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,126,SU12,semibalanus,Nucella spp,26,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,12,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,15,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,18,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,19,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,20,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,22,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,23,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,24,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,chthamalus/balanus,Nucella spp,25,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,5,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,8,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,9,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,10,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,20,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,130,SU13,semibalanus,Nucella spp,23,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,134,SU14,chthamalus/balanus,Nucella spp,22,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,134,SU14,chthamalus/balanus,Nucella spp,23,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,134,SU14,chthamalus/balanus,Nucella spp,24,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,138,SU15,chthamalus/balanus,Nucella spp,24,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,138,SU15,chthamalus/balanus,Nucella spp,25,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,138,SU15,chthamalus/balanus,Nucella spp,26,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,138,SU15,chthamalus/balanus,Nucella spp,27,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,138,SU15,chthamalus/balanus,Nucella spp,28,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,7,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,15,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,17,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,18,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,19,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,20,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,21,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,22,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,23,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,24,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,28,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,chthamalus/balanus,Nucella spp,30,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,6,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,12,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,16,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,17,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,19,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,20,4
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,21,3
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,22,2
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,24,1
Sage Rock,1720,57.04869843,-135.32314,SAGE,AK,142,SU16,semibalanus,Nucella spp,31,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,10,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,11,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,12,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,14,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,15,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,16,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,17,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,18,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,19,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,20,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,chthamalus/balanus,Nucella spp,21,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,6,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,9,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,10,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,12,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,13,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,14,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,16,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,126,SU12,fucus,Nucella spp,18,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,10,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,12,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,14,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,15,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,16,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,17,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,18,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,19,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,chthamalus/balanus,Nucella spp,20,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,9,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,11,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,12,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,13,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,14,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,15,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,16,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,17,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,18,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,19,8
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,130,SU13,fucus,Nucella spp,20,7
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,5,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,12,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,16,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,17,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,18,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,19,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,20,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,21,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,chthamalus/balanus,Nucella spp,22,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,8,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,9,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,10,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,11,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,12,6
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,13,6
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,134,SU14,fucus,Nucella spp,19,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,15,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,16,8
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,17,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,18,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,19,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,20,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,21,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,23,2
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,27,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,chthamalus/balanus,Nucella spp,,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,15,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,16,7
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,17,12
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,18,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,19,8
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,20,6
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,138,SU15,fucus,Nucella spp,22,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,14,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,15,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,16,8
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,17,8
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,18,5
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,19,4
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,chthamalus/balanus,Nucella spp,23,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,16,1
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,17,7
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,18,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,19,14
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,20,6
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,21,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,22,3
Pirates Cove,1740,56.98661041,-135.37755,PIRA,AK,142,SU16,fucus,Nucella spp,,7
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,118,SU10,fucus,Nucella spp,5,10
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,118,SU10,fucus,Nucella spp,12,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,7,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,14,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,23,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,26,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,9,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,14,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,130,SU13,fucus,Nucella spp,13,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,11,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,13,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,16,1
Saddlebag South East,3270,48.53430176,-122.5549,SBSE,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,17,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,118,SU10,fucus,Nucella spp,5,11
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,15,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,25,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,30,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,122,SU11,chthamalus/balanus,Nucella spp,31,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,10,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,11,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,13,3
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,14,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,16,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,17,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,19,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,126,SU12,chthamalus/balanus,Nucella spp,20,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,11,3
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,13,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,14,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,15,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,16,6
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,17,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,18,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,21,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,23,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,24,3
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,25,4
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,26,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,130,SU13,chthamalus/balanus,Nucella spp,29,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,134,SU14,chthamalus/balanus,Nucella spp,13.5,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,134,SU14,chthamalus/balanus,Nucella spp,20,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,134,SU14,chthamalus/balanus,Nucella spp,21,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,134,SU14,fucus,Nucella spp,,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,12,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,15,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,138,SU15,fucus,Nucella spp,19,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,138,SU15,fucus,Nucella spp,24,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella spp,14,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella spp,15,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella spp,16,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella spp,17,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,10,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,11,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,13,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,14,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,15,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,17,1
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,18,2
Hat Island West,3280,48.52352905,-122.55222,HATW,WA Salish Sea,142,SU16,fucus,Nucella spp,20,1
Hat Island East,3290,48.52220917,-122.54353,HATE,WA Salish Sea,138,SU15,fucus,Nucella spp,29,1
Post Point,3550,48.7120018,-122.51913,POP,WA Salish Sea,118,SU10,fucus,Nucella spp,10,1
